image_path,similar_image_path,similarity_score 
C:\Users\ANISH\OneDrive\Desktop\osC\DREAMS\Other\Dataset\tokoyo_images\tokyo_00002_3125862684.jpg,C:\Users\ANISH\OneDrive\Desktop\osC\DREAMS\Other\Dataset\tokoyo_images\tokyo_00143_6202778300.jpg,0.6018537282943726
C:\Users\ANISH\OneDrive\Desktop\osC\DREAMS\Other\Dataset\tokoyo_images\tokyo_00002_3125862684.jpg,C:\Users\ANISH\OneDrive\Desktop\osC\DREAMS\Other\Dataset\tokoyo_images\tokyo_00017_6553547105.jpg,-1.0
C:\Users\ANISH\OneDrive\Desktop\osC\DREAMS\Other\Dataset\tokoyo_images\tokyo_00002_3125862684.jpg,C:\Users\ANISH\OneDrive\Desktop\osC\DREAMS\Other\Dataset\tokoyo_images\tokyo_00003_6332937940.jpg,-1.0
C:\Users\ANISH\OneDrive\Desktop\osC\DREAMS\Other\Dataset\tokoyo_images\tokyo_00002_3125862684.jpg,C:\Users\ANISH\OneDrive\Desktop\osC\DREAMS\Other\Dataset\tokoyo_images\tokyo_00024_4575832352.jpg,-1.0
C:\Users\ANISH\OneDrive\Desktop\osC\DREAMS\Other\Dataset\tokoyo_images\tokyo_00002_3125862684.jpg,C:\Users\ANISH\OneDrive\Desktop\osC\DREAMS\Other\Dataset\tokoyo_images\tokyo_00025_3000200379.jpg,-1.0
C:\Users\ANISH\OneDrive\Desktop\osC\DREAMS\Other\Dataset\tokoyo_images\tokyo_00003_6332937940.jpg,C:\Users\ANISH\OneDrive\Desktop\osC\DREAMS\Other\Dataset\tokoyo_images\tokyo_00096_7017898343.jpg,0.6098077893257141
C:\Users\ANISH\OneDrive\Desktop\osC\DREAMS\Other\Dataset\tokoyo_images\tokyo_00003_6332937940.jpg,C:\Users\ANISH\OneDrive\Desktop\osC\DREAMS\Other\Dataset\tokoyo_images\tokyo_00084_7620079764.jpg,0.575270414352417
C:\Users\ANISH\OneDrive\Desktop\osC\DREAMS\Other\Dataset\tokoyo_images\tokyo_00003_6332937940.jpg,C:\Users\ANISH\OneDrive\Desktop\osC\DREAMS\Other\Dataset\tokoyo_images\tokyo_00051_6941479030.jpg,0.5751790404319763
C:\Users\ANISH\OneDrive\Desktop\osC\DREAMS\Other\Dataset\tokoyo_images\tokyo_00003_6332937940.jpg,C:\Users\ANISH\OneDrive\Desktop\osC\DREAMS\Other\Dataset\tokoyo_images\tokyo_00122_3688081236.jpg,0.5583721399307251
C:\Users\ANISH\OneDrive\Desktop\osC\DREAMS\Other\Dataset\tokoyo_images\tokyo_00003_6332937940.jpg,C:\Users\ANISH\OneDrive\Desktop\osC\DREAMS\Other\Dataset\tokoyo_images\tokyo_00153_7904495056.jpg,0.5378389954566956
